Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Проста падпішыцеся на беларускі канал пра вандроўкі <a_href=""https://t.me/sobiray_rukzak""> https://t.me/sobiray_rukzak </a> і ўстаньце нарэшце з канапы !",Проста падпішыцеся на беларускі канал,Проста падпішыцеся пра вандроўкі,Проста падпішыцеся на канал,Проста падпішыцеся пра вандроўкі,на канал,пра вандроўка,падпісацца,на беларускі канал,пра вандроўкі,3,2,на,пра,канал,вандроўка,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Трамвай праедзе ад Трактарнага завода да Зялёнага Луга , а затым на Возера .",Трамвай праедзе ад Трактарнага завода,Трамвай праедзе да Зялёнага Луга,Трамвай праедзе ад завода,Трамвай праедзе да Луга,ад завод,да Луг,праехаць,ад Трактарнага завода,да Зялёнага Луга,3,3,ад,да,завод,Луг,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
Можна будзе паглядзець вечаровы Мінск з вокнаў трамвая ў добрай кампаніі і з добрай музыкай .,Можна будзе паглядзець вечаровы Мінск з вокнаў трамвая,Можна будзе паглядзець вечаровы Мінск ў добрай кампаніі і з добрай музыкай,Можна будзе паглядзець вечаровы Мінск з вокнаў,Можна будзе паглядзець вечаровы Мінск ў кампаніі,з акно,у кампанія,паглядзець,з вокнаў трамвая,ў добрай кампаніі і з добрай музыкай,3,7,з,у,акно,кампанія,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Мы даведаемся , дзе ён жыў , якой маёмасцю валодаў , што дзякуючы ягоным намаганням у Менску перамянілася .","Мы даведаемся , дзе ён жыў , якой маёмасцю валодаў , што дзякуючы ягоным намаганням","Мы даведаемся , дзе ён жыў , якой маёмасцю валодаў , што у Менску","Мы даведаемся , дзе ён жыў , якой маёмасцю валодаў , што дзякуючы намаганням","Мы даведаемся , дзе ён жыў , якой маёмасцю валодаў , што у Менску",дзякаваць намаганне,у Менск,перамяніцца,дзякуючы ягоным намаганням,у Менску,3,2,дзякаваць,у,намаганне,Менск,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
"Убачым месца , дзе знаходзілася Гарадская ўправа ды завітаем на вытворчую экскурсію ў бровар “ Аліварыя ” , некаторыя з будынкаў якога былі пабудаваныя ў часы Караля Чапскага і зберагліся да нашага часу .","Убачым месца , дзе знаходзілася Гарадская ўправа ды завітаем на вытворчую экскурсію","Убачым месца , дзе знаходзілася Гарадская ўправа ды завітаем ў бровар “ Аліварыя ” , некаторыя з будынкаў якога былі пабудаваныя ў часы Караля Чапскага і зберагліся да нашага часу","Убачым месца , дзе знаходзілася Гарадская ўправа ды завітаем на экскурсію","Убачым месца , дзе знаходзілася Гарадская ўправа ды завітаем ў бровар",на экскурсія,у бровар,завітаць,на вытворчую экскурсію,"ў бровар “ Аліварыя ” , некаторыя з будынкаў якога былі пабудаваныя ў часы Караля Чапскага і зберагліся да нашага часу",3,21,на,у,экскурсія,бровар,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Падпішыся на Лізу ў інстаграм : <a_href=""www.instagram.com/elizaveta__goncharova""> www.instagram.com/elizaveta__goncharova </a>",Падпішыся на Лізу,Падпішыся ў інстаграм,Падпішыся на Лізу,Падпішыся ў інстаграм,на Ліза,у інстаграм,падпісацца,на Лізу,ў інстаграм,2,2,на,у,Ліза,інстаграм,PROPN,PROPN,prepositional,prepositional,Postverbal,Belarusian
18:00 – 20:00 – на другім паверсе для дзетак падрыхтаваная дзіцячая праграма .,18:00 – 20:00 – на другім паверсе,18:00 – 20:00 – для дзетак,18:00 – 20:00 – на паверсе,18:00 – 20:00 – для дзетак,на паверх,для дзетка,падрыхтаваць,на другім паверсе,для дзетак,3,2,на,для,паверх,дзетка,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Падпісвайся і сачы за цікавосткамі разам з намі,Падпісвайся і сачы за цікавосткамі,Падпісвайся і сачы разам з намі,Падпісвайся і сачы за цікавосткамі,Падпісвайся і сачы з намі,за цікавостка,з мы,сачыць,за цікавосткамі,разам з намі,2,3,за,з,цікавостка,мы,NOUN,PRON,prepositional,prepositional,Postverbal,Belarusian
"Сустрэнем вясну разам ! #ДзіцячыКлюб запрашае на спектакль для дзетак "" Вялікая мара маленькай Вясны "" , прысвечаны Масленіцы .",Сустрэнем вясну разам ! #ДзіцячыКлюб запрашае на спектакль,Сустрэнем вясну разам ! #ДзіцячыКлюб запрашае для дзетак,Сустрэнем вясну разам ! #ДзіцячыКлюб запрашае на спектакль,Сустрэнем вясну разам ! #ДзіцячыКлюб запрашае для дзетак,на спектакль,для дзетка,запрашаць,на спектакль,для дзетак,2,2,на,для,спектакль,дзетка,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"На лекцыі Аляксандр распавядзе хітрыкі працы на канцэртах , колькі трэба рабіць здымкаў , як на наступны дзень пасля канцэрта выпусціць якасны рэпартаж , колькі часу сыходзіць на адзін канцэрт і шмат чаго яшчэ .","На лекцыі Аляксандр распавядзе хітрыкі працы на канцэртах , колькі трэба рабіць здымкаў , як на наступны дзень","На лекцыі Аляксандр распавядзе хітрыкі працы на канцэртах , колькі трэба рабіць здымкаў , як пасля канцэрта","На лекцыі Аляксандр распавядзе хітрыкі працы на канцэртах , колькі трэба рабіць здымкаў , як на дзень","На лекцыі Аляксандр распавядзе хітрыкі працы на канцэртах , колькі трэба рабіць здымкаў , як пасля канцэрта",на дзень,пасля канцэрт,выпусціць,на наступны дзень,пасля канцэрта,3,2,на,пасля,дзень,канцэрт,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"„ Я заўсёды паглядаю на Зямлю , а асабліва на Беларусь , зь Месяцу .","„ Я заўсёды паглядаю на Зямлю , а асабліва на Беларусь ,",„ Я заўсёды паглядаю зь Месяцу,„ Я заўсёды паглядаю на Зямлю,„ Я заўсёды паглядаю зь Месяцу,на Зямля,з Месяц,паглядаць,"на Зямлю , а асабліва на Беларусь ,",зь Месяцу,8,2,на,з,Зямля,Месяц,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"Ужо на гэтых выходных #ДзіцячыКлюб запрашае на спектакль для дзетак пад назвай "" Вялікая мара маленькай Вясны "" , прысвечаны Масленіцы .",Ужо на гэтых выходных #ДзіцячыКлюб запрашае на спектакль,Ужо на гэтых выходных #ДзіцячыКлюб запрашае для дзетак пад назвай,Ужо на гэтых выходных #ДзіцячыКлюб запрашае на спектакль,Ужо на гэтых выходных #ДзіцячыКлюб запрашае для дзетак,на спектакль,для дзетка,запрашаць,на спектакль,для дзетак пад назвай,2,4,на,для,спектакль,дзетка,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
што агністыя рыбы ў запас перад цьмой адкладаюць,што агністыя рыбы ў запас,што агністыя рыбы перад цьмой,што агністыя рыбы ў запас,што агністыя рыбы перад цьмой,у запас,перад цьма,адкладаць,ў запас,перад цьмой,2,2,у,перад,запас,цьма,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
<strong> Чаго чакаць ад сацыяльных сетак у бліжэйшай будучыні ? </strong>,<strong> Чаго чакаць ад сацыяльных сетак,<strong> Чаго чакаць у бліжэйшай будучыні,<strong> Чаго чакаць ад сетак,<strong> Чаго чакаць у будучыні,ад сетка,у будучыня,чакаць,ад сацыяльных сетак,у бліжэйшай будучыні,3,3,ад,у,сетка,будучыня,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"22 - 23 сакавіка ў Вільні пройдуць урачыстасці , прымеркаваныя да 155 угодак з Дня смерці Кастуся Каліноўскага , кіраўніка паўстання 1863 - 1864 гадоў на землях Літвы і Беларусі .","22 - 23 сакавіка ў Вільні пройдуць урачыстасці , прымеркаваныя да 155 угодак","22 - 23 сакавіка ў Вільні пройдуць урачыстасці , прымеркаваныя з Дня смерці Кастуся Каліноўскага , кіраўніка паўстання 1863 - 1864 гадоў на землях Літвы і Беларусі","22 - 23 сакавіка ў Вільні пройдуць урачыстасці , прымеркаваныя да угодак","22 - 23 сакавіка ў Вільні пройдуць урачыстасці , прымеркаваныя з Дня",да угодка,з дзень,прымеркаваць,да 155 угодак,"з Дня смерці Кастуся Каліноўскага , кіраўніка паўстання 1863 - 1864 гадоў на землях Літвы і Беларусі",3,17,да,з,угодка,дзень,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"А з самой Анастасіяй Пілюгінай — журналісткай , сммшчыцай , якая першая пачала запісваць верыфікаваныя падкасты па-беларуску — мы паразмаўляем 27 сакавіка ( серада , 19:00 ) у кафэ "" Грай "" на сустрэчы праекта "" Беларускамоўныя "" .","А з самой Анастасіяй Пілюгінай — журналісткай , сммшчыцай , якая першая пачала запісваць верыфікаваныя падкасты па-беларуску — мы паразмаўляем 27 сакавіка ( серада , 19:00 ) у кафэ "" Грай ""","А з самой Анастасіяй Пілюгінай — журналісткай , сммшчыцай , якая першая пачала запісваць верыфікаваныя падкасты па-беларуску — мы паразмаўляем 27 сакавіка ( серада , 19:00 ) на сустрэчы праекта "" Беларускамоўныя ""","А з самой Анастасіяй Пілюгінай — журналісткай , сммшчыцай , якая першая пачала запісваць верыфікаваныя падкасты па-беларуску — мы паразмаўляем 27 сакавіка ( серада , 19:00 ) у кафэ","А з самой Анастасіяй Пілюгінай — журналісткай , сммшчыцай , якая першая пачала запісваць верыфікаваныя падкасты па-беларуску — мы паразмаўляем 27 сакавіка ( серада , 19:00 ) на сустрэчы",у кафэ,на сустрэча,паразмаўляць,"у кафэ "" Грай ""","на сустрэчы праекта "" Беларускамоўныя """,5,6,у,на,кафэ,сустрэча,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Серада створаная для размоваў пра мову з цікавымі людзьмі !,Серада створаная для размоваў,Серада створаная пра мову з цікавымі людзьмі,Серада створаная для размоваў,Серада створаная пра мову,для размова,пра мова,стварыць,для размоваў,пра мову з цікавымі людзьмі,2,5,для,пра,размова,мова,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на міжнароднай алімпіядзе па матэматыцы ў Санкт-Пецярбургу , выйшлі на ўзнагароджанне пад бел-чырвона-белым сцягам !","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на міжнароднай алімпіядзе","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі па матэматыцы ў Санкт-Пецярбургу","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на алімпіядзе","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі па матэматыцы",на алімпіяда,па матэматыка,стаць,на міжнароднай алімпіядзе,па матэматыцы ў Санкт-Пецярбургу,3,4,на,па,алімпіяда,матэматыка,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на міжнароднай алімпіядзе па матэматыцы ў Санкт-Пецярбургу , выйшлі на ўзнагароджанне пад бел-чырвона-белым сцягам !","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на міжнароднай алімпіядзе па матэматыцы ў Санкт-Пецярбургу , выйшлі на ўзнагароджанне","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на міжнароднай алімпіядзе па матэматыцы ў Санкт-Пецярбургу , выйшлі пад бел-чырвона-белым сцягам","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на міжнароднай алімпіядзе па матэматыцы ў Санкт-Пецярбургу , выйшлі на ўзнагароджанне","Вучні 29-й гімназіі Мінска , якія сталі прызёрамі на міжнароднай алімпіядзе па матэматыцы ў Санкт-Пецярбургу , выйшлі пад сцягам",на узнагароджанне,пад сцяг,выйсці,на ўзнагароджанне,пад бел-чырвона-белым сцягам,2,3,на,пад,узнагароджанне,сцяг,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"— ставім у лампадках свечкі ў памяць аб знішчаных у Курапатах людзях , а цяпер і хрысціянскіх крыжах ;",— ставім у лампадках свечкі,— ставім ў памяць аб знішчаных у Курапатах людзях,— ставім у лампадках,— ставім ў памяць,у лампадка,у памяць,ставіць,у лампадках свечкі,ў памяць аб знішчаных у Курапатах людзях,3,7,у,у,лампадка,памяць,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
— далучаемся да сумеснай малітвы з удзелам святароў розных канфесій .,— далучаемся да сумеснай малітвы,— далучаемся з удзелам святароў розных канфесій,— далучаемся да малітвы,— далучаемся з удзелам,да малітва,з удзел,далучацца,да сумеснай малітвы,з удзелам святароў розных канфесій,3,5,да,з,малітва,удзел,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Мы вось спадзяемся на сустрэчу з вамі 😉,Мы вось спадзяемся на сустрэчу,Мы вось спадзяемся з вамі,Мы вось спадзяемся на сустрэчу,Мы вось спадзяемся з вамі,на сустрэча,з вы,спадзяцца,на сустрэчу,з вамі,2,2,на,з,сустрэча,вы,NOUN,PRON,prepositional,prepositional,Postverbal,Belarusian
Запрашаем да ўдзелу ў пастаноўцы наступнага спектакля .,Запрашаем да ўдзелу,Запрашаем ў пастаноўцы наступнага спектакля,Запрашаем да ўдзелу,Запрашаем ў пастаноўцы,да удзел,у пастаноўка,запрашаць,да ўдзелу,ў пастаноўцы наступнага спектакля,2,4,да,у,удзел,пастаноўка,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Калі б беларус паляцеў на месяц з беларускім сцягам 🤣,Калі б беларус паляцеў на месяц,Калі б беларус паляцеў з беларускім сцягам,Калі б беларус паляцеў на месяц,Калі б беларус паляцеў з сцягам,на месяц,з сцяг,паляцець,на месяц,з беларускім сцягам,2,3,на,з,месяц,сцяг,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Паразмаўляем пра шлях да мовы , як пачаць і , галоўнае , як працягнуць размаўляць па-беларуску , а таксама пра плюсы і мінусы выкарыстання мовы ў побытавым жыцці .","Паразмаўляем пра шлях да мовы , як пачаць і , галоўнае , як працягнуць размаўляць па-беларуску , а таксама пра плюсы і мінусы выкарыстання мовы ў побытавым жыцці",Паразмаўляем да мовы,Паразмаўляем пра шлях,Паразмаўляем да мовы,пра шлях,да мова,паразмаўляць,"пра шлях да мовы , як пачаць і , галоўнае , як працягнуць размаўляць па-беларуску , а таксама пра плюсы і мінусы выкарыстання мовы ў побытавым жыцці",да мовы,27,2,пра,да,шлях,мова,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"👉Дапамажы нам на <a_href=""molamola.by/campaigns/191""> molamola.by/campaigns/191 </a> і тады ўжо ў гэтую сераду кожны зможа онлайн папрысутнічаць на сустрэчы з нашымі героямі .","👉Дапамажы нам на <a_href=""molamola.by/campaigns/191""> molamola.by/campaigns/191 </a> і тады ўжо ў гэтую сераду кожны зможа онлайн папрысутнічаць на сустрэчы","👉Дапамажы нам на <a_href=""molamola.by/campaigns/191""> molamola.by/campaigns/191 </a> і тады ўжо ў гэтую сераду кожны зможа онлайн папрысутнічаць з нашымі героямі","👉Дапамажы нам на <a_href=""molamola.by/campaigns/191""> molamola.by/campaigns/191 </a> і тады ўжо ў гэтую сераду кожны зможа онлайн папрысутнічаць на сустрэчы","👉Дапамажы нам на <a_href=""molamola.by/campaigns/191""> molamola.by/campaigns/191 </a> і тады ўжо ў гэтую сераду кожны зможа онлайн папрысутнічаць з героямі",на сустрэча,з герой,папрысутнічаць,на сустрэчы,з нашымі героямі,2,3,на,з,сустрэча,герой,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Фатограф « Нашай Нівы » прайшоў па цэнтры Мінска — ад вакзала да плошчы Якуба Коласа і зрабіў рэальны « фотаманіторынг » .,Фатограф « Нашай Нівы » прайшоў па цэнтры Мінска — ад вакзала,Фатограф « Нашай Нівы » прайшоў да плошчы Якуба Коласа,Фатограф « Нашай Нівы » прайшоў па цэнтры,Фатограф « Нашай Нівы » прайшоў да плошчы,па цэнтр,да плошча,прайсці,па цэнтры Мінска — ад вакзала,да плошчы Якуба Коласа,6,4,па,да,цэнтр,плошча,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Гэтыя стыкеры з’явіліся на свет дзякуючы распрацоўцы каманды « Арт Сядзібы » і дызайнеркі Ганны Клокавай .,Гэтыя стыкеры з’явіліся на свет,Гэтыя стыкеры з’явіліся дзякуючы распрацоўцы каманды « Арт Сядзібы » і дызайнеркі Ганны Клокавай,Гэтыя стыкеры з’явіліся на свет,Гэтыя стыкеры з’явіліся дзякуючы распрацоўцы,на свет,дзякаваць распрацоўка,з'явіцца,на свет,дзякуючы распрацоўцы каманды « Арт Сядзібы » і дызайнеркі Ганны Клокавай,2,11,на,дзякаваць,свет,распрацоўка,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"З 13:00 да 20:00 на адкрытай пляцоўцы і ў залях ОК 16 будуць праходзіць лекцыі , майстар-клясы , дыскусіі ад розных арганізацыяў і экспэртаў на тэмы экалёгіі , гендэру , сьмяротнага пакараньня , правоў чалавека , мовы і культуры .",З 13:00 да 20:00 на адкрытай пляцоўцы,З 13:00 ў залях ОК 16,З 13:00 да на пляцоўцы,З 13:00 ў залях,да на пляцоўка,у заля,праходзіць,да 20:00 на адкрытай пляцоўцы,ў залях ОК 16,5,4,да на,у,пляцоўка,заля,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Запрашаем да ўдзелу ў Свяце кожнага !,Запрашаем да ўдзелу,Запрашаем ў Свяце кожнага,Запрашаем да ўдзелу,Запрашаем ў Свяце,да удзел,у свята,запрашаць,да ўдзелу,ў Свяце кожнага,2,3,да,у,удзел,свята,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Запрашаем да ўдзелу ў кірмашы на "" Паспяховым фэсце "" крамы , рамеснікаў , гандляроў .",Запрашаем да ўдзелу,"Запрашаем ў кірмашы на "" Паспяховым фэсце "" крамы , рамеснікаў , гандляроў",Запрашаем да ўдзелу,Запрашаем ў кірмашы,да удзел,у кірмаш,запрашаць,да ўдзелу,"ў кірмашы на "" Паспяховым фэсце "" крамы , рамеснікаў , гандляроў",2,12,да,у,удзел,кірмаш,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Кожны з прысутных зможа выйсці на сцэну і адчуць сябе героем праекта "" Беларускамоўныя "" , расказаўшы гісторыю пра свой шлях да беларускай мовы .","Кожны з прысутных зможа выйсці на сцэну і адчуць сябе героем праекта "" Беларускамоўныя "" , расказаўшы гісторыю пра свой шлях","Кожны з прысутных зможа выйсці на сцэну і адчуць сябе героем праекта "" Беларускамоўныя "" , расказаўшы гісторыю да беларускай мовы","Кожны з прысутных зможа выйсці на сцэну і адчуць сябе героем праекта "" Беларускамоўныя "" , расказаўшы гісторыю пра шлях","Кожны з прысутных зможа выйсці на сцэну і адчуць сябе героем праекта "" Беларускамоўныя "" , расказаўшы гісторыю да мовы",пра шлях,да мова,расказаць,пра свой шлях,да беларускай мовы,3,3,пра,да,шлях,мова,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Вяртаемся пасля вялікіх выходных з новым выпускам "" Культурнай Сядзібы "" .",Вяртаемся пасля вялікіх выходных,"Вяртаемся з новым выпускам "" Культурнай Сядзібы """,Вяртаемся пасля выходных,Вяртаемся з выпускам,пасля выходны,з выпуск,вяртацца,пасля вялікіх выходных,"з новым выпускам "" Культурнай Сядзібы """,3,7,пасля,з,выходны,выпуск,ADJ,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Дакраніся да поспеху на "" Паспяховым фэсце "" 😃",Дакраніся да поспеху,"Дакраніся на "" Паспяховым фэсце """,Дакраніся да поспеху,Дакраніся на фэсце,да поспех,на фэст,дакраніцца,да поспеху,"на "" Паспяховым фэсце """,2,5,да,на,поспех,фэст,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"📌 Марта Шчарбакова — выпускніца Коласаўскага ліцэя , вучылася ў Сінгапуры , 7 месяцаў жыла ў Сененале па праграме Global Citizen Year .","📌 Марта Шчарбакова — выпускніца Коласаўскага ліцэя , вучылася ў Сінгапуры , 7 месяцаў жыла ў Сененале","📌 Марта Шчарбакова — выпускніца Коласаўскага ліцэя , вучылася ў Сінгапуры , 7 месяцаў жыла па праграме Global Citizen Year","📌 Марта Шчарбакова — выпускніца Коласаўскага ліцэя , вучылася ў Сінгапуры , 7 месяцаў жыла ў Сененале","📌 Марта Шчарбакова — выпускніца Коласаўскага ліцэя , вучылася ў Сінгапуры , 7 месяцаў жыла па праграме",у Сененал,па праграма,жыць,ў Сененале,па праграме Global Citizen Year,2,5,у,па,Сененал,праграма,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Адпачніце так , каб у сераду мы з вамі шчасліва сустрэліся 😃","Адпачніце так , каб у сераду","Адпачніце так , каб з вамі","Адпачніце так , каб у сераду","Адпачніце так , каб з вамі",у серада,з вы,сустрэцца,у сераду,з вамі,2,2,у,з,серада,вы,NOUN,PRON,prepositional,prepositional,Preverbal,Belarusian
"А калі б аднойчы вы сустрэлі незвычайнага прафесара , які запрасіў бы вас адправіцца з ім у касмічнае падарожжа , вы б паляцелі ?","А калі б аднойчы вы сустрэлі незвычайнага прафесара , які запрасіў бы вас адправіцца з ім","А калі б аднойчы вы сустрэлі незвычайнага прафесара , які запрасіў бы вас адправіцца у касмічнае падарожжа","А калі б аднойчы вы сустрэлі незвычайнага прафесара , які запрасіў бы вас адправіцца з ім","А калі б аднойчы вы сустрэлі незвычайнага прафесара , які запрасіў бы вас адправіцца у падарожжа",з ён,у падарожжа,адправіцца,з ім,у касмічнае падарожжа,2,3,з,у,ён,падарожжа,PRON,NOUN,prepositional,prepositional,Postverbal,Belarusian
"І больш за тое , у вас ёсць магчымасць паляцець у космас на сустрэчу з прыгодамі !","І больш за тое , у вас ёсць магчымасць паляцець у космас","І больш за тое , у вас ёсць магчымасць паляцець на сустрэчу з прыгодамі","І больш за тое , у вас ёсць магчымасць паляцець у космас","І больш за тое , у вас ёсць магчымасць паляцець на сустрэчу",у космас,на сустрэча,паляцець,у космас,на сустрэчу з прыгодамі,2,4,у,на,космас,сустрэча,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
❗️ <strong> Праект « Т.О.К. » запрашае на тэатральнае падарожжа па беларускім Горадзе Сонца ! </strong>,❗️ <strong> Праект « Т.О.К. » запрашае на тэатральнае падарожжа,❗️ <strong> Праект « Т.О.К. » запрашае па беларускім Горадзе Сонца,❗️ <strong> Праект « Т.О.К. » запрашае на падарожжа,❗️ <strong> Праект « Т.О.К. » запрашае па Горадзе,на падарожжа,па Горад,запрашаць,на тэатральнае падарожжа,па беларускім Горадзе Сонца,3,4,на,па,падарожжа,Горад,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
⚡️Мы чакаем у цябе ў гэтую суботу !,⚡️Мы чакаем у цябе,⚡️Мы чакаем ў гэтую суботу,⚡️Мы чакаем у цябе,⚡️Мы чакаем ў суботу,у ты,у субота,чакаць,у цябе,ў гэтую суботу,2,3,у,у,ты,субота,PRON,NOUN,prepositional,prepositional,Postverbal,Belarusian
"З 13:00 да 20:00 на адкрытай пляцоўцы і ў залах ОК16 будуць праходзіць лекцыі , майстар-класы , дыскусіі ад розных арганізацыяў і экспертаў на тэмы экалогіі , гендара , смяротнага пакарання , правоў чалавека , мовы і культуры .",З 13:00 да 20:00 на адкрытай пляцоўцы,З 13:00 і ў залах,З 13:00 да на пляцоўцы,З 13:00 ў залах,да на пляцоўка,у зал,праходзіць,да 20:00 на адкрытай пляцоўцы,і ў залах,5,3,да на,у,пляцоўка,зал,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
У сераду 26 чэрвеня Арт Сядзіба запрашае на кававую вандроўку па вуліцах беларускай сталіцы .,У сераду 26 чэрвеня Арт Сядзіба запрашае на кававую вандроўку,У сераду 26 чэрвеня Арт Сядзіба запрашае па вуліцах беларускай сталіцы,У сераду 26 чэрвеня Арт Сядзіба запрашае на вандроўку,У сераду 26 чэрвеня Арт Сядзіба запрашае па вуліцах,на вандроўка,па вуліца,запрашаць,на кававую вандроўку,па вуліцах беларускай сталіцы,3,4,на,па,вандроўка,вуліца,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Пасля гэтага ўвесь інтэрфэйс мэсанджара ў вас стане беларускамоўным .,Пасля гэтага,ў вас,Пасля гэтага,ў вас,пасля гэта,у вы,стаць,Пасля гэтага,ў вас,2,2,пасля,у,гэта,вы,PRON,PRON,prepositional,prepositional,Preverbal,Belarusian
"Для зручнасці і хуткага ўяўлення , як гучыць тое ці іншае слова , акрамя агучвання , была дададзена і англійская транслітарацыя .","Для зручнасці і хуткага ўяўлення , як гучыць тое ці іншае слова ,",акрамя агучвання,Для зручнасці,акрамя агучвання,для зручнасць,акрамя агучванне,дадаць,"Для зручнасці і хуткага ўяўлення , як гучыць тое ці іншае слова ,",акрамя агучвання,13,2,для,акрамя,зручнасць,агучванне,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Але вось ужо 7 год па ўсім сьвеце ў гэты дзень праходзіць глябальная акцыя <strong> « Support . Don’t Punish » </strong> , мэта якой — заклікаць дзяржавы зьмяніць стаўленьне да спажыўцоў кантраляваных рэчываў і перайсьці да гуманнай наркапалітыкі , заснаванай на правах чалавека і павазе асабістай свабоды кожнага .",Але вось ужо 7 год па ўсім сьвеце,Але вось ужо 7 год ў гэты дзень,Але вось ужо 7 год па сьвеце,Але вось ужо 7 год ў дзень,па сьвет,у дзень,прахадзіць,па ўсім сьвеце,ў гэты дзень,3,3,па,у,сьвет,дзень,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Летнік будзе праходзіць з 29 ліпеня да 1 жніўня ў вёсцы Гарадзенскай вобласці .,Летнік будзе праходзіць з 29 ліпеня,Летнік будзе праходзіць да 1 жніўня ў вёсцы Гарадзенскай вобласці,Летнік будзе праходзіць з 29,Летнік будзе праходзіць да 1,з 29,да 1,праходзіць,з 29 ліпеня,да 1 жніўня ў вёсцы Гарадзенскай вобласці,3,7,з,да,29,1,ADJ,ADJ,prepositional,prepositional,Postverbal,Belarusian
На ўдзел у шоу прыйшло 105 заявак з 21 кропкі свету .,На ўдзел,у шоу,На ўдзел,у шоу,на удзел,у шоу,прыйсці,На ўдзел,у шоу,2,2,на,у,удзел,шоу,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Сёння ў падкасце "" Культурная Сядзіба "" размаўляем пра жыццё на дзве краіны з пісьменнікам Сашам Філіпенкам .","Сёння ў падкасце "" Культурная Сядзіба "" размаўляем пра жыццё","Сёння ў падкасце "" Культурная Сядзіба "" размаўляем на дзве краіны з пісьменнікам Сашам Філіпенкам","Сёння ў падкасце "" Культурная Сядзіба "" размаўляем пра жыццё","Сёння ў падкасце "" Культурная Сядзіба "" размаўляем на краіны",пра жыццё,на краіна,размаўляць,пра жыццё,на дзве краіны з пісьменнікам Сашам Філіпенкам,2,7,пра,на,жыццё,краіна,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
